movie_title,actor_name
the land girls,Catherine McCormack
fido,Henry Czerny
the wendell baker story,Eddie Griffin
wild target,Rupert Everett
pathology,Larry Drake
wuthering heightsÂ            ,Jack O'Connell
10th & wolf,Brad Renfro
dear wendy,Chris Owen
aloft,Zen McGrath
akira,Takeshi Kusao
the death and life of bobby z,Olivia Wilde
the rocket: the legend of rocket richard,Roy Dupuis
swelter,Josh Henderson
my lucky star,Ruby Lin
imagine me & you,Ben Miles
mr. church,Lucy Fry
swimming pool,Ludivine Sagnier
green street 3: never back down,Mark Wingett
the blood of heroes,Joan Chen
code of honor,Helena Mattsson
driving miss daisy,Jessica Tandy
soul food,Mekhi Phifer
rumble in the bronx,Anita Mui
far from men,Reda Kateb
thank you for smoking,Cameron Bright
hostel: part ii,Lauren German
an education,Olivia Williams
shopgirl,Bridgette Wilson-Sampras
the hotel new hampshire,Beau Bridges
narc,Chi McBride
men with brooms,Paul Gross
witless protection,Jenny McCarthy
the work and the glory,Brenda Strong
extract,Mila Kunis
masked and anonymous,Cheech Marin
alias betty,Edouard Baer
code 46,Om Puri
outside bet,Jenny Agutter
crash,Loretta Devine
albert nobbs,Michael McElhatton
black november,Nathin Butler
ta ra rum pum,Mary Goggin
persepolis,Gena Rowlands
the hole,Teri Polo
the wave,Elyas M'Barek
the neon demon,Bella Heathcote
harry brown,Jack O'Connell
spider-man 3,James Franco
the omega code,William Hootkins
pound of flesh,Aki Aleong
diamonds are forever,Lois Maxwell
the godfather,Marlon Brando
flashdance,Cynthia Rhodes
500 days of summer,ChloÃ« Grace Moretz
the piano,Ian Mune
magic mike,Alex Pettyfer
darkness falls,Emma Caulfield
live and let die,Geoffrey Holder
my dog skip,Frankie Muniz
"definitely, maybe",Sakina Jaffrey
jumping the broom,Loretta Devine
the great gatsby,Elizabeth Debicki
"good night, and good luck.",Tate Donovan
capote,Michael J. Burg
desperado,Steve Buscemi
the claim,Sarah Polley
fargoÂ            ,Adam Goldberg
logan's run,Jenny Agutter
the man with the golden gun,HervÃ© Villechaize
action jackson,Vanity
the descent,Shauna Macdonald
michael jordan to the max,Michael Jordan
devil's due,Allison Miller
flirting with disaster,Mary Tyler Moore
the devil's rejects,Ken Foree
buffy the vampire slayerÂ            ,Alyson Hannigan
dope,Rick Fox
in too deep,Omar Epps
skyfall,Helen McCrory
house of 1000 corpses,Matthew McGrory
alien zone,Elizabeth MacRae
a serious man,Fred Melamed
get low,Robert Duvall
warlock,Richard E. Grant
beyond the lights,Nate Parker
a single man,Teddy Sears
the last temptation of christ,Barbara Hershey
outside providence,George Wendt
bride & prejudice,Martin Henderson
rabbit-proof fence,David Gulpilil
who's your caddy?,Faizon Love
split second,Alun Armstrong
nikitaÂ            ,Xander Berkeley
the other side of heaven,Nathaniel Lees
dark angelÂ            ,Ashley Scott
veer-zaara,Preity Zinta
redbelt,Randy Couture
cyrus,Tim Guinee
a dog of flanders,Cheryl Ladd
auto focus,Michael McKean
factory girl,Jimmy Fallon
we need to talk about kevin,Siobhan Fallon Hogan
the christmas candle,Hans Matheson
the mighty macs,Marley Shelton
losin' it,Shelley Long
mother and child,Jimmy Smits
march or die,Terence Hill
les visiteurs,Isabelle Nanty
somewhere,Chris Pontius
i hope they serve beer in hell,Susie Abromeit
chairman of the board,Raquel Welch
hesher,Natalie Portman
dom hemingway,Mark Wingett
gerry,Casey Affleck
the heart of me,Luke Newberry
freeheld,Josh Charles
the extra man,Marian Seldes
hard to be a god,Yuriy Tsurilo
ca$h,Mike Starr
wah-wah,Julie Walters
the boondock saints,David Della Rocco
z storm,Louis Koo
twixt,Bruce Dern
snow queen,Wendee Lee
alpha and omega 4: the legend of the saw toothed cave,Kate Higgins
pale rider,Chris Penn
stargate: the ark of truth,Christopher Judge
dazed and confused,Adam Goldberg
high school musical 2,Corbin Bleu
two lovers and a bear,Justin Edward Seale
criminal activities,Edi Gathegi
aimee & jaguar,Johanna Wokalek
the chumscrubber,John Heard
shade,Jason Cerbone
house at the end of the street,Nolan Gerard Funk
incendies,MÃ©lissa DÃ©sormeaux-Poulin
"remember me, my love",Silvio Muccino
perrier's bounty,Brendan Coyle
elite squad,Fernanda Machado
annabelle,Annabelle Wallis
bran nue dae,Magda Szubanski
boyz n the hood,Lloyd Avery II
la bamba,Rosanna DeSoto
the four seasons,Len Cariou
dressed to kill,David Margulies
the adventures of huck finn,Frances Conroy
go,Jay Mohr
friends with money,Marin Hinkle
the andromeda strain,Paula Kelly
bats,Bob Gunton
nowhere in africa,Juliane KÃ¶hler
shame,Nicole Beharie
layer cake,Sally Hawkins
the work and the glory ii: american zion,Eric Johnson
the east,Julia Ormond
a home at the end of the world,Matt Frewer
aberdeen,Sara-Marie Maltha
the messenger,Yaya DaCosta
tracker,Jed Brophy
control,Samantha Morton
the terminator,Brian Thompson
good bye lenin!,Chulpan Khamatova
the damned united,Mark Bazeley
gomorrahÂ            ,Fortunato Cerlino
mallrats,Jason Mewes
grease,Stockard Channing
platoon,Tom Berenger
fahrenheit 9/11,Stevie Wonder
butch cassidy and the sundance kid,Ted Cassidy
mary poppins,Glynis Johns
ordinary people,Elizabeth McGovern
around the world in 80 days,Steve Coogan
west side story,George Chakiris
caddyshack,Rodney Dangerfield
the brothers,Tatyana Ali
the wood,Tamala Jones
the usual suspects,Chazz Palminteri
a nightmare on elm street 5: the dream child,Kelly Jo Minter
van wilder: party liaison,Curtis Armstrong
the wrestler,John D'Leo
duel in the sun,Lillian Gish
best in show,Catherine O'Hara
escape from new york,Adrienne Barbeau
school daze,Ossie Davis
daddy day camp,Brian Doyle-Murray
mr. nice guy,Richard Norton
a mighty wind,Christopher Guest
mystic pizza,Lili Taylor
war & peaceÂ            ,Tuppence Middleton
sliding doors,Kevin McNally
tales from the hood,Clarence Williams III
the last king of scotland,Simon McBurney
halloween 5,Tamara Glynn
bernie,Brandon Smith
dolphins and whales 3d: tribes of the ocean,Daryl Hannah
pollock,Bud Cort
200 cigarettes,Dave Chappelle
the words,Bradley Cooper
casa de mi padre,Adrian Martinez
city island,Curtiss Cook
the guard,Fionnula Flanagan
college,Alona Tal
the virgin suicides,Kathleen Turner
little voice,Annette Badland
miss march,Windell Middlebrooks
wish i was here,Josh Gad
simply irresistible,Dylan Baker
veronica marsÂ            ,Jason Dohring
hedwig and the angry inch,Miriam Shor
only the strong,Ryan Bollman
goddess of love,Monda Scott
shattered glass,Rosario Dawson
novocaine,Lynne Thigpen
the business of strangers,Tony Devon
the wild bunch,Warren Oates
the wackness,Aaron Yoo
the great train robbery,Michael Elphick
morvern callar,Bryan Dick
beastmaster 2: through the portal of time,Kari Wuhrer
the 5th quarter,Kendrick Cross
the flower of evil,Nathalie Baye
the greatest,ZoÃ« Kravitz
snow flower and the secret fan,Russell Wong
come early morning,Diane Ladd
lucky break,Olivia Williams
julia,Jane Fonda
"surfer, dude",Scott Glenn
lake of fire,Pat Buchanan
11:14,Barbara Hershey
men of war,Kevin Tighe
don mckay,M. Emmet Walsh
deadfall,Olivia Wilde
a shine of rainbows,Aidan Quinn
the hit list,Sean Cook
emmaÂ            ,Blake Ritson
videodrome,Leslie Carlson
l'auberge espagnole,CÃ©cile De France
song one,Shawn Parsons
murder by numbers,Chris Penn
winter in wartime,Tygo Gernandt
freaky deaky,Michael Jai White
the train,Paul Scofield
trade of innocents,John Billingsley
the protector,Nathan Jones
stiff upper lips,Frank Finlay
the inbetweenersÂ            ,Belinda Stewart-Wilson
bend it like beckham,Parminder Nagra
sunshine state,Edie Falco
crossover,Wayne Brady
khiladi 786,Mithun Chakraborty
[rec] 2,Pablo Rosso
standing ovation,Alexis Biesiada
the sting,Robert Shaw
chariots of fire,Ben Cross
diary of a mad black woman,Kimberly Elise
shine,Armin Mueller-Stahl
don jon,Scarlett Johansson
high plains drifter,Richard Bull
ghost world,Steve Buscemi
iris,Jim Broadbent
galaxina,Avery Schreiber
the chorus,FranÃ§ois BerlÃ©and
mambo italiano,Luke Kirby
wonderland,Louis Lombardi
do the right thing,John Savage
harvard man,Eric Stoltz
le havre,Kati Outinen
irreversible,Albert Dupontel
r100,Hitoshi Matsumoto
rang de basanti,Steven Mackintosh
animals,John Heard
salvation boulevard,Cree Kelly
the ten,Ken Marino
a room for romeo brass,Paddy Considine
headhunters,Synnøve Macody Lund
grabbers,Richard Coyle
saint ralph,Adam Butcher
miss julie,Jessica Chastain
somewhere in time,Bill Erwin
dum maaro dum,Bipasha Basu
insidious: chapter 2,Barbara Hershey
saw ii,Tony Nappo
10 cloverfield lane,John Gallagher Jr.
jackass: the movie,Steve-O
lights out,Amiah Miller
paranormal activity 3,Sprague Grayden
ouija,Shelley Hennig
a nightmare on elm street 3: dream warriors,Heather Langenkamp
the gift,Allison Tolman
instructions not included,Jessica Lindsey
paranormal activity 4,Brendon Eggertsen
the robe,Jean Simmons
the return of the pink panther,Herbert Lom
freddy's dead: the final nightmare,Tom Arnold
monster,Bruce Dern
paranormal activity: the marked ones,Gloria Sandoval
the elephant man,Anne Bancroft
dallas buyers club,Jennifer Garner
the lazarus effect,Mark Duplass
memento,Thomas Lennon
oculus,Rory Cochrane
clerks ii,Jason Mewes
billy elliot,Gary Lewis
the way way back,Liam James
house party 2,Tisha Campbell-Martin
the man from snowy river,Jack Thompson
doug's 1st movie,Constance Shulman
the apostle,Todd Allen
mommie dearest,Xander Berkeley
our idiot brother,Adam Scott
race,Tony Curran
the players club,Monica Calhoun
o,Andrew Keegan
"as above, so below",Edwin Hodge
addicted,Cameron Mills
eve's bayou,Lynn Whitfield
still alice,Hunter Parrish
the egyptian,Peter Ustinov
nighthawks,Lindsay Wagner
friday the 13th part viii: jason takes manhattan,Peter Mark Richman
my big fat greek wedding,Louis Mandylor
spring breakers,Heather Morris
halloween: the curse of michael myers,Kim Darby
y tu mamÃ¡ tambiÃ©n,Daniel GimÃ©nez Cacho
shaun of the dead,Dylan Moran
the haunting of molly hartley,Randy Wayne
lone star,Clifton James
halloween 4: the return of michael myers,Kathleen Kinmont
april fool's day,Deborah Foreman
diner,Daniel Stern
lone wolf mcquade,William Sanderson
apollo 18,Ryan Robbins
sunshine cleaning,Mary Lynn Rajskub
no escape,Claire Geare
the beastmaster,John Amos
solomon and sheba,George Sanders
fifty shades of black,Mike Epps
not easily broken,Jenifer Lewis
a farewell to arms,Helen Hayes
the perfect match,Brandy Norwood
digimon: the movie,Colleen O'Shaughnessey
saved!,Patrick Fugit
the barbarian invasions,StÃ©phane Rousseau
robin and marian,Denholm Elliott
the forsaken,Kerr Smith
force 10 from navarone,Carl Weathers
uhf,Gedde Watanabe
grandma's boy,Joel David Moore
slums of beverly hills,Kevin Corrigan
once upon a time in the west,Woody Strode
made,Faizon Love
moon,Matt Berry
keeping up with the steins,Jami Gertz
sea rex 3d: journey to a prehistoric world,Guillaume Denaiffe
the sweet hereafter,Sarah Polley
of gods and men,Michael Lonsdale
bottle shock,Freddy RodrÃ­guez
jekyll and hyde... together again,Tim Thomerson
heavenly creatures,Jed Brophy
90 minutes in heaven,Bobby Batson
everything must go,Scott Takeda
zero effect,Ryan O'Neal
the machinist,Jennifer Jason Leigh
light sleeper,Jane Adams
kill the messenger,Paz Vega
rabbit hole,Jon Tenney
party monster,Mia Kirshner
green room,Mark Webber
the oh in ohio,Tim Russ
atlas shrugged: who is john galt?,Greg Germann
bottle rocket,Darryl Cox
albino alligator,Joe Mantegna
"gandhi, my father",Bhoomika Chawla
standard operating procedure,Megan Ambuhl Graner
tucker and dale vs evil,Tyler Labine
"lovely, still",Ellen Burstyn
tycoon,Paul Fix
desert blue,John Heard
decoys,Marc Trottier
the visit,Patch Darragh
redacted,Daniel Stewart Sherman
fascination,Jacqueline Bisset
area 51,Sandra Staggs
sleep tight,Tony Corvillo
the cottage,Doug Bradley
dead like me: life after death,Callum Blue
farce of the penguins,John Stamos
flying by,Patricia Neal
psychÂ            ,DulÃ© Hill
rudderless,Felicity Huffman
henry & me,Cyndi Lauper
christmas eve,Jon Heder
we have your husband,Esai Morales
dying of the light,IrÃ¨ne Jacob
born of war,Sofia Black-D'Elia
capricorn one,Sam Waterston
should've been romeo,Natasha Henstridge
running forever,Cody Howard
yoga hosers,Haley Joel Osment
navy seals vs. zombies,Michael Dudikoff
i served the king of england,Ivan Barnev
soul kitchen,Moritz Bleibtreu
sling blade,Dwight Yoakam
the awakening,Imelda Staunton
hostel,Takashi Miike
tristram shandy: a cock and bull story,Shirley Henderson
take shelter,Shea Whigham
lady in white,Lukas Haas
driving lessons,Julie Walters
let's kill ward's wife,Greg Grunberg
the texas chainsaw massacre 2,Lou Perryman
pat garrett & billy the kid,Bob Dylan
only god forgives,Kristin Scott Thomas
camping sauvage,Isild Le Besco
without men,Kate del Castillo
barfi,Diganth
dear frankie,Sharon Small
all hat,Gary Farmer
the names of love,Jacques Gamblin
treading water,Douglas Smith
savage grace,Elena Anaya
out of the blue,Matthew Sunderland
police academy,Bubba Smith
the blue lagoon,Christopher Atkins
four weddings and a funeral,James Fleet
fast times at ridgemont high,Judge Reinhold
moby dick,Richard Basehart
25th hour,Rosario Dawson
secrets and liesÂ            ,Indiana Evans
bound,Kevin Michael Richardson
requiem for a dream,Mark Margolis
state fair,Jeanne Crain
tango,Juan Luis Galiardo
salvador,John Savage
moms' night out,Sarah Drew
donnie darko,Mary McDonnell
saving private perez,Gerardo Taracena
character,Fedja van HuÃªt
spun,Nicholas Gonzalez
life during wartime,Shirley Henderson
lady vengeance,Yeong-ae Lee
mozart's sister,Clovis Fouin
mean machine,Jason Flemyng
exiled,Anthony Chau-Sang Wong
blackthorn,Dominique McElligott
lilya 4-ever,Artyom Bogucharskiy
after.life,Josh Charles
fugly,Sana Saeed
one flew over the cuckoo's nest,Michael Berryman
r.l. stine's monsterville: the cabinet of souls,Dove Cameron
silent movie,Dom DeLuise
airlift,Sameer Ali Khan
anne of green gablesÂ            ,Jonathan Crombie
falcon rising,Michael J. Morris
the sweeney,Ray Winstone
sexy beast,James Fox
easy money,Fares Fares
whale rider,Rawiri Paratene
paa,Abhishek Bachchan
cargo,Claude-Oliver Rudolph
pan,Cara Delevingne
high school musical,Corbin Bleu
animal kingdomÂ            ,Daniella Alonso
love and death on long island,Maury Chaykin
night watch,Aleksey Chadov
the crying game,Miranda Richardson
porky's,Susan Clark
survival of the dead,Shawn Roberts
lost in translation,Bill Murray
annie hall,Carol Kane
the greatest show on earth,Dorothy Lamour
exodus: gods and kings,MarÃ­a Valverde
monster's ball,Peter Boyle
maggie,J.D. Evermore
leaving las vegas,Valeria Golino
hansel & gretel get baked,Lara Flynn Boyle
the return of the living dead,Clu Gulager
the front page,Harold Gould
the boy next door,Hill Harper
trapeze,Katy Jurado
saving graceÂ            ,Dylan Minnette
the kids are all right,Mia Wasikowska
they live,Peter Jason
the great escape,Donald Pleasence
what the #$*! do we (k)now!?,Elaine Hendrix
the last exorcism part ii,Spencer Treat Clark
boyhood,Lorelei Linklater
scoop,Kevin McNally
planet of the apes,Estella Warren
the wash,Dr. Dre
3 strikes,Mike Epps
the cooler,Paul Sorvino
the misfits,Kevin McCarthy
the night listener,Joe Morton
the jerky boys,William Hickey
my soul to take,Emily Meade
the orphanage,BelÃ©n Rueda
a haunted house 2,Essence Atkins
the rules of attraction,Faye Dunaway
topaz,John Vernon
let's go to prison,Chi McBride
four rooms,Alicia Witt
secretary,Stephen McHattie
the real cancun,Alan Taylor
talk radio,Zach Grenier
waiting for guffman,Fred Willard
love stinks,Tyra Banks
you kill me,Aaron Hughes
thumbsucker,Lou Taylor Pucci
red state,Michael Angarano
mirrormask,Gina McKee
samsara,Balinese Tari Legong Dancers
the barbarians,Eva LaRue
the art of getting by,Blair Underwood
zipper,Alexandra Breckenridge
poolhall junkies,Ricky Schroder
the loss of sexual innocence,Saffron Burrows
holy motors,Leos Carax
joe,Tye Sheridan
shooting fish,Dan Futterman
prison,Lane Smith
psycho beach party,Kathleen Robertson
the big tease,Frances Fisher
"buen dÃ­a, ramÃ³n",Adriana Barraza
trust,Jordan Trovillion
an everlasting piece,BrÃ­an F. O'Byrne
among giants,Alan Williams
adore,Naomi Watts
the velocity of gary,Danny Arroyo
mondays in the sun,Enrique VillÃ©n
stake land,Michael Cerveris
sonny with a chanceÂ            ,Tiffany Thornton
the last time i committed suicide,Marg Helgenberger
futuro beach,Clemens Schick
another happy day,Ezra Miller
a lonely place to die,Eamonn Walker
nothing,Angelo Tsarouchas
the geographer drank his globe away,Elena Lyadova
1776,Ken Howard
inescapable,Bonnie Lee Bouman
hell's angels,Marian Marsh
purple violets,Rosemarie DeWitt
the veil,Shannon Woodward
the loved ones,Jessica McNamee
no vacancy,Rachel Sterling
how to fall in love,Gina Holden
the perfect wave,Cheryl Ladd
ben-hur,Ayelet Zurer
a man for all seasons,Susannah York
network,Faye Dunaway
gone with the wind,George Reeves
desert dancer,Reece Ritchie
major dundee,Slim Pickens
down for life,Laz Alonso
annie get your gun,Howard Keel
four lions,Riz Ahmed
house of sand,Seu Jorge
defendor,Tony Nappo
the pirate,Reginald Owen
the good heart,Susan Blommaert
the history boys,Russell Tovey
unknown,Frank Langella
m*a*s*hÂ            ,Jamie Farr
midnight cowboy,Barnard Hughes
airplane!,Lloyd Bridges
chain of command,Max Ryan
friday,John Witherspoon
menace ii society,Larenz Tate
empireÂ            ,Gabourey Sidibe
creepshow 2,Holt McCallany
the ballad of cable hogue,Jason Robards
in cold blood,Robert Blake
the nun's story,Peter Finch
harper,Robert Wagner
frenzy,Jean Marsh
the witch,Kate Dickie
i got the hook up,Master P
she's the one,Frank Vincent
gods and monsters,Lynn Redgrave
the secret in their eyes,Soledad Villamil
day of the dead,John Amplas
train,Gloria Votsis
evil dead ii,Dan Hicks
pootie tang,J.B. Smoove
sharknado,John Heard
la otra conquista,Zaide Silvia GutiÃ©rrez
trollhunter,Johanna MÃ¸rck
ira & abby,Fred Willard
the watch,Nicholas Braun
winter passing,Will Ferrell
d.e.b.s.,Geoff Stults
the masked saint,Mykel Shannon Jenkins
the betrayed,Christian Campbell
taxman,Elizabeth Berkley
the secretÂ            ,Ash Cook
02:13,Kevin Pollak
"batman: the dark knight returns, part 2",Mark Valley
time to choose,Jerry Brown
in the name of the king: the last job,Shelly Varod
wicked blood,Jake Busey
dawn patrol,Jeff Fahey
lords of london,Joe Egan
high anxiety,Harvey Korman
march of the penguins,Sofie GrÃ¥bÃ¸l
margin call,Demi Moore
august,Adrian Gonzalez
choke,Matt Gerald
whiplash,Melissa Benoist
city of god,Seu Jorge
human traffic,John Simm
day one,Rus Blackwell
the dead girl,Bruce Davison
the hunt,Alexandra Rapaport
a christmas story,Darren McGavin
bella,Ramon Rodriguez
class of 1984,Perry King
the opposite sex,Kenan Thompson
dreaming of joseph lees,Rupert Graves
the class,Agame Malembo-Emene
rosemary's baby,Mia Farrow
the man who shot liberty valance,Woody Strode
adam,Terry Walters
maria full of grace,Wilson Guerrero
beginners,Lou Taylor Pucci
feast,Eric Dane
animal house,Karen Allen
goldfinger,Gert FrÃ¶be
antiviral,Douglas Smith
it's a wonderful life,Lionel Barrymore
trainspotting,Shirley Henderson
the original kings of comedy,Cedric the Entertainer
paranormal activity 2,Molly Ephraim
waking ned devine,David Kelly
bowling for columbine,Dick Clark
coming home,Daoming Chen
a nightmare on elm street 2: freddy's revenge,Robert Rusler
a room with a view,Rupert Graves
the purge,Adelaide Kane
sinister,Victoria Leigh
martin lawrence live: runteldat,Mikki Padilla
cat on a hot tin roof,Judith Anderson
beneath the planet of the apes,Gregory Sierra
air bud,Bill Cobbs
pokÃ©mon 3: the movie,Eric Stuart
jason lives: friday the 13th part vi,Ron Palillo
the bridge on the river kwai,Sessue Hayakawa
spaced invaders,Royal Dano
family plot,Bruce Dern
the apartment,Ray Walston
jason goes to hell: the final friday,Leslie Jordan
torn curtain,Lila Kedrova
dave chappelle's block party,Dave Chappelle
slow west,Kodi Smit-McPhee
krush groove,LisaGay Hamilton
next day air,Donald Faison
elmer gantry,Jean Simmons
judgment at nuremberg,Montgomery Clift
trippin',Deon Richmond
robot chickenÂ            ,Seth Green
red river,Walter Brennan
phat girlz,Jimmy Jean-Louis
before midnight,Ariane Labed
teen wolf too,Robert Neary
phantasm ii,A. Michael Baldwin
woman thou art loosed,Kimberly Elise
real women have curves,Lupe Ontiveros
deadline gallipoliÂ            ,Jessica De Gouw
water,Lisa Ray
east is east,Jimi Mistry
whipped,Brian Van Holt
kama sutra: a tale of love,Sarita Choudhury
please give,Thomas Ian Nicholas
willy wonka & the chocolate factory,Jack Albertson
warlock: the armageddon,Zach Galligan
8 heads in a duffel bag,George Hamilton
days of heaven,Stuart Margolin
thirteen conversations about one thing,Rob McElhenney
jawbreaker,Judy Greer
basquiat,Michael Wincott
frances ha,Grace Gummer
tsotsi,Nambitha Mpumlwana
happiness,Jon Lovitz
dysfunktional family,Joe Howard
tusk,Haley Joel Osment
oldboy,Ji-tae Yu
letters to god,Michael Bolten
hobo with a shotgun,Robb Wells
compadres,HÃ©ctor JimÃ©nez
freeway,Dan Hedaya
love's abiding joy,Kevin Gage
fish tank,Harry Treadaway
damsels in distress,Megalyn Echikunwoke
creatureÂ            ,Colm Feore
bachelorette,Adam Scott
braindeadÂ            ,Megan Hilty
brave new girl,Aaron Ashmore
tim and eric's billion dollar movie,William Atherton
the gambler,Cjon Saulsberry
the grandÂ            ,Amanda Mealing
summer storm,Kostja Ullmann
fort mccoy,Eric Stoltz
chain letter,Betsy Russell
just looking,Patti LuPone
the divide,Lauren German
the eclipse,Iben Hjejle
demonic,Scott Mechlowicz
my big fat independent movie,Darren Keefe Reiher
alice in wonderland,Alan Rickman
the deported,Michael Rapaport
tanner hall,Amy Sedaris
open road,Kristi Clainos
they came together,Amy Poehler
30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,Ashley Martin
never back down 2: the beatdown,Alex Meraz
point blank,Angie Dickinson
four single fathers,Sarah Rafferty
enter the dangerous mind,David Bianchi
something wicked,Shantel VanSanten
awol-72,Brooke Newton
iguana,Jack Taylor
cinderella,Derek Jacobi
chicago overcoat,Stacy Keach
barry munday,Cybill Shepherd
central station,Matheus Nachtergaele
pocketful of miracles,Glenn Ford
close range,Nick Chinlund
boynton beach club,Michael Nouri
amnesiac,Patrick Bauchau
freakonomics,James Ransone
the omen,Patrick Troughton
high tension,MaÃ¯wenn
griff the invisible,Patrick Brammall
unnatural,Gregory Cruz
hustle & flow,Paula Jai Parker
some like it hot,Joe E. Brown
friday the 13th part vii: the new blood,Terry Kiser
the wizard of oz,Terry
young frankenstein,Peter Boyle
diary of the dead,Shawn Roberts
lage raho munna bhai,Sanjay Dutt
ulee's gold,Patricia Richardson
the black stallion,Kelly Reno
sardaar ji,Neeru Bajwa
journey to saturn,Frank Hvam
donovan's reef,Cesar Romero
the dress,Ariane Schluter
a guy named joe,Esther Williams
blazing saddles,David Huddleston
friday the 13th: the final chapter,Tom Everett
ida,Agata Trzebuchowska
maurice,Denholm Elliott
beer league,Laurie Metcalf
the astronaut's wife,Charlize Theron
riding giants,Gabrielle Reece
timecrimes,Nacho Vigalondo
silver medallist,Bo Huang
timber falls,Nick Searcy
singin' in the rain,Debbie Reynolds
"fat, sick & nearly dead",Joel Fuhrman
a haunted house,Alanna Ubach
2016: obama's america,Zackary Steven Graham
halloween ii,Tyler Mane
that thing you do!,Charlize Theron
halloween iii: season of the witch,Dan O'Herlihy
escape from the planet of the apes,M. Emmet Walsh
hud,Melvyn Douglas
kevin hart: let me explain,La'Princess Jackson
my own private idaho,Udo Kier
garden state,Michael Weston
before sunrise,Hans Weingartner
sur le seuil,Michel CÃ´tÃ©
jesus' son,Samantha Morton
saving face,Ato Essandoh
brick lane,Christopher Simpson
robot & frank,Joshua Ormond
my life without me,Julian Richings
the spectacular now,Jennifer Jason Leigh
marilyn hotchkiss' ballroom dancing and charm school,Elden Henson
religulous,Tal Bachman
fuel,Sheryl Crow
valley of the heart's delight,Diana Scarwid
dodgeball: a true underdog story,Stephen Root
eye of the dolphin,Carly Schroeder
8: the mormon proposition,Emily Pearson
the other end of the line,Anupam Kher
anatomy,RÃ¼diger Vogler
sleep dealer,Jacob Vargas
super,Rainn Wilson
christmas mail,Piper Mackenzie Harris
stung,Cecilia Pillado
antibirth,Emmanuel Kabongo
get on the bus,Harry Lennix
thr3e,Max Ryan
idiocracy,Patrick Fischler
the rise of the krays,Kevin Leslie
this is england,Joseph Gilgun
alien uprising,Sean Pertwee
bathing beauty,Basil Rathbone
go for it!,Aimee Garcia
"dancer, texas pop. 81",Michael O'Neill
show boat,Ava Gardner
redemption road,Cinda McCain
the brave little toaster,Phil Hartman
fantasia,Deems Taylor
the french connection,Fernando Rey
8 days,Sebastian Aguilar
friday the 13th part iii,Dana Kimmell
friday the 13th: a new beginning,Melanie Kinnaman
the last sin eater,Louise Fletcher
do you believe?,Delroy Lindo
impact point,Kayla Ewell
the valley of decision,Greer Garson
eden,Ethan Peck
chicken tikka masala,Zohra Segal
always woodstock,James Wolk
jack brooks: monster slayer,Daniel Kash
the best years of our lives,Teresa Wright
bully,Nick Stahl
elling,Per Christian Ellefsen
mi america,Arturo Castro
[rec],Pablo Rosso
lies in plain sight,Martha Higareda
sharkskin,David Proval
containment,Michael Chapman
the timber,Maria Doyle Kennedy
from russia with love,Daniela Bianchi
the toxic avenger part ii,Jessica Dublin
in the heat of the nightÂ            ,Alan Autry
sleeper,John Beck
it follows,Ruby Harris
everything you always wanted to know about sex * but were afraid to ask,John Carradine
to kill a mockingbird,Brock Peters
mad max 2: the road warrior,Bruce Spence
the legend of drunken master,Anita Mui
lolita,Shelley Winters
boys don't cry,Brendan Sexton III
silent house,Julia Taylor Ross
the lives of others,Ulrich MÃ¼he
courageous,Alex Kendrick
the hustler,Jackie Gleason
boom town,Spencer Tracy
the triplets of belleville,Charles Linton
smoke signals,Irene Bedard
american splendor,James Urbaniak
before sunset,Albert Delpy
amores perros,Jorge Salinas
thirteen,Sarah Clarke
gentleman's agreement,Celeste Holm
winter's bone,Shelley Waggener
touching the void,Brendan Mackey
alexander's ragtime band,Don Ameche
me and you and everyone we know,Brad William Henke
inside job,George W. Bush
we are your friends,Emily Ratajkowski
ghost dog: the way of the samurai,Gano Grills
harsh times,Christian Bale
captive,Leonor Varela
full frontal,Enrico Colantoni
witchboard,Tawny Kitaen
strangers with candyÂ            ,Amy Sedaris
hamlet,Brian Blessed
shortbus,Peter Stickles
waltz with bashir,Ronny Dayag
"the book of mormon movie, volume 1: the journey",Kirby Heyborne
no end in sight,Dick Cheney
the diary of a teenage girl,David Fine
get realÂ            ,Jon Tenney
in the shadow of the moon,Buzz Aldrin
meek's cutoff,Zoe Kazan
inside deep throat,Bill Maher
dinner rush,Manny Perez
clockwatchers,Bob Balaban
the virginity hit,Krysta Rodriguez
subway,Isabelle Adjani
house of d,Mark Margolis
teeth,Nathan Parsons
six-string samurai,Stephane Gauger
hum to mohabbat karega,Bobby Deol
it's all gone pete tong,Neil Maskell
saint john of las vegas,Steve Buscemi
24 7: twenty four seven,Annette Badland
stonewall,Caleb Landry Jones
eurekaÂ            ,Colin Ferguson
roadside romeo,Sanjay Mishra
this thing of ours,Frank Vincent
the lost medallion: the adventures of billy stone,Jansen Panettiere
the last five years,Jeremy Jordan
the missing person,Amy Ryan
return of the living dead iii,Kent McCord
london,Chris Evans
sherrybaby,Kate Burton
stealing harvard,Megan Mullally
circle,Michael McLafferty
eden lake,Jack O'Connell
plush,James Kyson
vampire killers,James Corden
gangster's paradise: jerusalema,Kenneth Nkosi
freeze frame,Lee Evans
grave encounters,Sean Rogerson
stitches,Tommy Knight
nine dead,William Lee Scott
"to be frank, sinatra at 100",Tim Rice
bananas,Charlotte Rae
supercapitalist,Linus Roache
rockaway,Mario Cimarro
wingsÂ            ,Tim Daly
