,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
295,Jerry Seinfeld,Jerry Seinfeld,Melissa McCarthy,Jim Gaffigan,Comedy History,unfrosted,Jerry Seinfeld Melissa McCarthy Jim Gaffigan Jerry Seinfeld Comedy History
296,Sam Taylor-Johnson,Marisa Abela,Jack O'Connell,Eddie Marsan,Music History Drama,back to black,Marisa Abela Jack O'Connell Eddie Marsan Sam Taylor-Johnson Music History Drama
297,Andrew Hyatt,Terry Chen,Greg Kinnear,Danni Wang,Drama History,sight,Terry Chen Greg Kinnear Danni Wang Andrew Hyatt Drama History
298,Joachim RÃ¸nning,Daisy Ridley,Tilda Cobham-Hervey,Stephen Graham,History Drama,young woman and the sea,Daisy Ridley Tilda Cobham-Hervey Stephen Graham Joachim RÃ¸nning History Drama
299,Jake Paltrow,Koby Adere,Adam Gabay,Tzahi Grad,Drama History,june zero,Koby Adere Adam Gabay Tzahi Grad Jake Paltrow Drama History
300,Greg Berlanti,Scarlett Johansson,Channing Tatum,Jim Rash,Comedy Romance History,fly me to the moon,Scarlett Johansson Channing Tatum Jim Rash Greg Berlanti Comedy Romance History
301,Simon Verhoeven,Elan Ben Ali,Tijan Njie,Matthias SchweighÃ¶fer,Drama History Music,girl you know it's true,Elan Ben Ali Tijan Njie Matthias SchweighÃ¶fer Simon Verhoeven Drama History Music
302,Chiwetel Ejiofor,Jay Will,Mary J. Blige,Chiwetel Ejiofor,Drama History,rob peace,Jay Will Mary J. Blige Chiwetel Ejiofor Chiwetel Ejiofor Drama History
303,Sean McNamara,Dennis Quaid,Penelope Ann Miller,Robert Davi,Drama History,reagan,Dennis Quaid Penelope Ann Miller Robert Davi Sean McNamara Drama History
304,Jason Reitman,Gabriel LaBelle,Rachel Sennott,Cory Michael Smith,Comedy Drama History,saturday night,Gabriel LaBelle Rachel Sennott Cory Michael Smith Jason Reitman Comedy Drama History
305,James Mangold,TimothÃ©e Chalamet,Edward Norton,Elle Fanning,Drama Music History,a complete unknown,TimothÃ©e Chalamet Edward Norton Elle Fanning James Mangold Drama Music History
